# (Changed character index) (time in nanosecond per comparison)
0 28.895609378815
1 29.405770301819
2 29.4069480896
3 29.393248558044
4 29.283699989319
5 29.265131950378
6 29.339399337769
7 29.327900409698
8 29.41694021225
9 29.30554151535
10 30.903990268707
11 29.281320571899
12 29.419159889221
13 29.331820011139
14 29.359540939331
15 29.330871105194
16 29.664340019226
17 29.600620269775
18 29.716160297394
19 29.622840881348
20 29.622020721436
21 29.650890827179
22 29.850449562073
23 29.611959457397
24 29.62620973587
25 29.612581729889
26 29.608550071716
27 29.617958068848
28 29.602379798889
29 29.65231180191
30 29.580678939819
31 29.541380405426
32 29.826102256775
33 29.664168357849
34 29.690229892731
35 29.701280593872
36 29.717271327972
37 29.618248939514
38 29.515681266785
39 29.914360046387
40 29.55573797226
# result: 0
